 
SET: rps=0.0 (overall: 0.0) avg_msec=-nan (overall: -nan)
SET: rps=107780.9 (overall: 111077.6) avg_msec=0.245 (overall: 0.237)
                                                                      
SET: rps=107456.0 (overall: 111065.6) avg_msec=0.243 (overall: 0.237)
                                                                      
SET: rps=102908.4 (overall: 111038.5) avg_msec=0.251 (overall: 0.237)
                                                                      
SET: rps=107500.0 (overall: 111026.8) avg_msec=0.241 (overall: 0.237)
                                                                      
SET: rps=108292.0 (overall: 111017.8) avg_msec=0.240 (overall: 0.237)
                                                                      
SET: rps=107480.0 (overall: 111006.2) avg_msec=0.241 (overall: 0.237)
                                                                      
SET: rps=105450.2 (overall: 110988.0) avg_msec=0.250 (overall: 0.237)
                                                                      
SET: rps=109080.0 (overall: 110981.8) avg_msec=0.238 (overall: 0.237)
                                                                      
SET: rps=105992.0 (overall: 110965.6) avg_msec=0.247 (overall: 0.237)
                                                                      
SET: rps=107128.0 (overall: 110953.2) avg_msec=0.244 (overall: 0.237)
                                                                      
SET: rps=108904.4 (overall: 110946.6) avg_msec=0.238 (overall: 0.237)
                                                                      
SET: rps=102100.0 (overall: 110918.2) avg_msec=0.254 (overall: 0.238)
                                                                      
SET: rps=110204.0 (overall: 110915.9) avg_msec=0.237 (overall: 0.238)
                                                                      
SET: rps=105804.8 (overall: 110899.6) avg_msec=0.244 (overall: 0.238)
                                                                      
SET: rps=106856.0 (overall: 110886.7) avg_msec=0.254 (overall: 0.238)
                                                                      
SET: rps=108992.0 (overall: 110880.7) avg_msec=0.241 (overall: 0.238)
                                                                      
SET: rps=104776.9 (overall: 110861.3) avg_msec=0.249 (overall: 0.238)
                                                                      
SET: rps=108112.0 (overall: 110852.6) avg_msec=0.243 (overall: 0.238)
                                                                      
SET: rps=108172.0 (overall: 110844.2) avg_msec=0.242 (overall: 0.238)
                                                                      
SET: rps=107928.3 (overall: 110835.1) avg_msec=0.239 (overall: 0.238)
                                                                      
SET: rps=108300.0 (overall: 110827.2) avg_msec=0.241 (overall: 0.238)
                                                                      
SET: rps=102704.0 (overall: 110801.9) avg_msec=0.252 (overall: 0.238)
                                                                      
SET: rps=105792.8 (overall: 110786.3) avg_msec=0.249 (overall: 0.238)
                                                                      
SET: rps=109300.0 (overall: 110781.7) avg_msec=0.237 (overall: 0.238)
                                                                      
SET: rps=105080.0 (overall: 110764.1) avg_msec=0.247 (overall: 0.238)
                                                                      
SET: rps=104167.3 (overall: 110743.8) avg_msec=0.249 (overall: 0.238)
                                                                      
SET: rps=109652.0 (overall: 110740.4) avg_msec=0.241 (overall: 0.238)
                                                                      
SET: rps=109512.0 (overall: 110736.7) avg_msec=0.245 (overall: 0.238)
                                                                      
SET: rps=108972.0 (overall: 110731.3) avg_msec=0.246 (overall: 0.238)
                                                                      
SET: rps=108745.0 (overall: 110725.2) avg_msec=0.241 (overall: 0.238)
                                                                      
SET: rps=106848.0 (overall: 110713.5) avg_msec=0.254 (overall: 0.238)
                                                                      
SET: rps=108144.0 (overall: 110705.8) avg_msec=0.241 (overall: 0.238)
                                                                      
SET: rps=104192.0 (overall: 110686.2) avg_msec=0.251 (overall: 0.238)
                                                                      
SET: rps=107059.8 (overall: 110675.2) avg_msec=0.241 (overall: 0.238)
                                                                      
SET: rps=108824.0 (overall: 110669.7) avg_msec=0.243 (overall: 0.238)
                                                                      
SET: rps=108414.4 (overall: 110662.9) avg_msec=0.243 (overall: 0.238)
                                                                      
SET: rps=108168.0 (overall: 110655.5) avg_msec=0.240 (overall: 0.238)
                                                                      
SET: rps=106900.0 (overall: 110644.4) avg_msec=0.244 (overall: 0.238)
                                                                      
SET: rps=105000.0 (overall: 110627.7) avg_msec=0.252 (overall: 0.238)
                                                                      
SET: rps=108282.9 (overall: 110620.8) avg_msec=0.241 (overall: 0.238)
                                                                      
SET: rps=107924.0 (overall: 110612.9) avg_msec=0.249 (overall: 0.238)
                                                                      
SET: rps=104968.0 (overall: 110596.3) avg_msec=0.253 (overall: 0.238)
                                                                      
SET: rps=108852.6 (overall: 110591.2) avg_msec=0.239 (overall: 0.238)
                                                                      
SET: rps=107760.0 (overall: 110583.0) avg_msec=0.241 (overall: 0.238)
                                                                      
SET: rps=108052.0 (overall: 110575.6) avg_msec=0.240 (overall: 0.238)
                                                                      
SET: rps=108039.8 (overall: 110568.2) avg_msec=0.239 (overall: 0.238)
                                                                      
SET: rps=102484.0 (overall: 110544.9) avg_msec=0.253 (overall: 0.238)
                                                                      
SET: rps=107272.0 (overall: 110535.5) avg_msec=0.247 (overall: 0.238)
                                                                      
SET: rps=106900.4 (overall: 110525.0) avg_msec=0.247 (overall: 0.238)
                                                                      
SET: rps=106960.0 (overall: 110514.8) avg_msec=0.243 (overall: 0.238)
                                                                      
SET: rps=108672.0 (overall: 110509.6) avg_msec=0.240 (overall: 0.238)
                                                                      
SET: rps=108108.0 (overall: 110502.7) avg_msec=0.240 (overall: 0.238)
                                                                      
SET: rps=109370.5 (overall: 110499.5) avg_msec=0.242 (overall: 0.238)
                                                                      
SET: rps=108828.0 (overall: 110494.8) avg_msec=0.240 (overall: 0.238)
                                                                      
SET: rps=107604.0 (overall: 110486.6) avg_msec=0.243 (overall: 0.238)
                                                                      
SET: rps=108151.4 (overall: 110480.0) avg_msec=0.239 (overall: 0.238)
                                                                      
SET: rps=108276.0 (overall: 110473.8) avg_msec=0.244 (overall: 0.238)
                                                                      
SET: rps=110076.0 (overall: 110472.7) avg_msec=0.247 (overall: 0.238)
                                                                      
SET: rps=109160.0 (overall: 110469.1) avg_msec=0.241 (overall: 0.238)
                                                                      
SET: rps=107418.3 (overall: 110460.5) avg_msec=0.242 (overall: 0.238)
                                                                      
SET: rps=108208.0 (overall: 110454.3) avg_msec=0.240 (overall: 0.238)
                                                                      
SET: rps=108216.0 (overall: 110448.1) avg_msec=0.240 (overall: 0.238)
                                                                      
====== SET ======
  10000000 requests completed in 90.54 seconds
  50 parallel clients
  3 bytes payload
  keep alive: 1
  host configuration "save": 3600 1 300 100 60 10000
  host configuration "appendonly": no
  multi-thread: no

Latency by percentile distribution:
0.000% <= 0.055 milliseconds (cumulative count 1)
50.000% <= 0.239 milliseconds (cumulative count 6948130)
75.000% <= 0.247 milliseconds (cumulative count 8043342)
87.500% <= 0.263 milliseconds (cumulative count 8800551)
93.750% <= 0.303 milliseconds (cumulative count 9439589)
96.875% <= 0.335 milliseconds (cumulative count 9696249)
98.438% <= 0.383 milliseconds (cumulative count 9864214)
99.219% <= 0.415 milliseconds (cumulative count 9931010)
99.609% <= 0.439 milliseconds (cumulative count 9962163)
99.805% <= 0.471 milliseconds (cumulative count 9981261)
99.902% <= 0.511 milliseconds (cumulative count 9991452)
99.951% <= 0.551 milliseconds (cumulative count 9995674)
99.976% <= 0.583 milliseconds (cumulative count 9997676)
99.988% <= 0.623 milliseconds (cumulative count 9998853)
99.994% <= 0.671 milliseconds (cumulative count 9999445)
99.997% <= 0.727 milliseconds (cumulative count 9999718)
99.998% <= 0.895 milliseconds (cumulative count 9999850)
99.999% <= 1.111 milliseconds (cumulative count 9999925)
100.000% <= 1.351 milliseconds (cumulative count 9999962)
100.000% <= 2.423 milliseconds (cumulative count 9999982)
100.000% <= 2.463 milliseconds (cumulative count 9999991)
100.000% <= 2.479 milliseconds (cumulative count 9999997)
100.000% <= 2.487 milliseconds (cumulative count 9999999)
100.000% <= 2.495 milliseconds (cumulative count 10000000)
100.000% <= 2.495 milliseconds (cumulative count 10000000)

Cumulative distribution of latencies:
0.000% <= 0.103 milliseconds (cumulative count 22)
14.311% <= 0.207 milliseconds (cumulative count 1431142)
94.396% <= 0.303 milliseconds (cumulative count 9439589)
99.177% <= 0.407 milliseconds (cumulative count 9917662)
99.899% <= 0.503 milliseconds (cumulative count 9989887)
99.985% <= 0.607 milliseconds (cumulative count 9998519)
99.996% <= 0.703 milliseconds (cumulative count 9999637)
99.998% <= 0.807 milliseconds (cumulative count 9999806)
99.999% <= 0.903 milliseconds (cumulative count 9999853)
99.999% <= 1.007 milliseconds (cumulative count 9999892)
99.999% <= 1.103 milliseconds (cumulative count 9999923)
99.999% <= 1.207 milliseconds (cumulative count 9999950)
100.000% <= 1.303 milliseconds (cumulative count 9999959)
100.000% <= 1.407 milliseconds (cumulative count 9999963)
100.000% <= 1.503 milliseconds (cumulative count 9999969)
100.000% <= 1.607 milliseconds (cumulative count 9999971)
100.000% <= 3.103 milliseconds (cumulative count 10000000)

Summary:
  throughput summary: 110442.32 requests per second
  latency summary (msec):
          avg       min       p50       p95       p99       max
        0.238     0.048     0.239     0.311     0.399     2.495
 
GET: rps=27749.0 (overall: 107153.9) avg_msec=0.249 (overall: 0.249)
                                                                     
GET: rps=103444.0 (overall: 104209.5) avg_msec=0.254 (overall: 0.253)
                                                                      
GET: rps=106788.0 (overall: 105350.4) avg_msec=0.245 (overall: 0.250)
                                                                      
GET: rps=106776.9 (overall: 105789.2) avg_msec=0.242 (overall: 0.247)
                                                                      
GET: rps=108112.0 (overall: 106334.0) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=107028.0 (overall: 106465.8) avg_msec=0.245 (overall: 0.246)
                                                                      
GET: rps=108868.0 (overall: 106849.3) avg_msec=0.239 (overall: 0.245)
                                                                      
GET: rps=107701.2 (overall: 106967.0) avg_msec=0.244 (overall: 0.245)
                                                                      
GET: rps=106660.0 (overall: 106929.9) avg_msec=0.250 (overall: 0.245)
                                                                      
GET: rps=106255.0 (overall: 106856.8) avg_msec=0.248 (overall: 0.246)
                                                                      
GET: rps=102360.0 (overall: 106419.0) avg_msec=0.259 (overall: 0.247)
                                                                      
GET: rps=104588.0 (overall: 106256.6) avg_msec=0.248 (overall: 0.247)
                                                                      
GET: rps=105398.4 (overall: 106186.4) avg_msec=0.245 (overall: 0.247)
                                                                      
GET: rps=106932.0 (overall: 106242.5) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=106600.0 (overall: 106267.6) avg_msec=0.245 (overall: 0.246)
                                                                      
GET: rps=107067.7 (overall: 106320.2) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=105576.0 (overall: 106274.4) avg_msec=0.246 (overall: 0.246)
                                                                      
GET: rps=106848.0 (overall: 106307.6) avg_msec=0.243 (overall: 0.246)
                                                                      
GET: rps=104474.1 (overall: 106207.0) avg_msec=0.250 (overall: 0.246)
                                                                      
GET: rps=107644.0 (overall: 106281.5) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=108524.0 (overall: 106392.0) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=107649.4 (overall: 106451.3) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=107412.0 (overall: 106494.4) avg_msec=0.245 (overall: 0.245)
                                                                      
GET: rps=108416.0 (overall: 106576.9) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=106796.8 (overall: 106586.0) avg_msec=0.246 (overall: 0.245)
                                                                      
GET: rps=107640.0 (overall: 106627.7) avg_msec=0.243 (overall: 0.245)
                                                                      
GET: rps=103760.0 (overall: 106518.6) avg_msec=0.253 (overall: 0.245)
                                                                      
GET: rps=107251.0 (overall: 106545.6) avg_msec=0.248 (overall: 0.246)
                                                                      
GET: rps=106396.0 (overall: 106540.3) avg_msec=0.251 (overall: 0.246)
                                                                      
GET: rps=106068.0 (overall: 106524.2) avg_msec=0.246 (overall: 0.246)
                                                                      
GET: rps=108852.6 (overall: 106601.3) avg_msec=0.239 (overall: 0.245)
                                                                      
GET: rps=108304.0 (overall: 106655.7) avg_msec=0.244 (overall: 0.245)
                                                                      
GET: rps=107592.0 (overall: 106684.7) avg_msec=0.244 (overall: 0.245)
                                                                      
GET: rps=107263.0 (overall: 106702.1) avg_msec=0.245 (overall: 0.245)
                                                                      
GET: rps=106440.0 (overall: 106694.5) avg_msec=0.245 (overall: 0.245)
                                                                      
GET: rps=108644.0 (overall: 106749.7) avg_msec=0.238 (overall: 0.245)
                                                                      
GET: rps=107896.0 (overall: 106781.3) avg_msec=0.241 (overall: 0.245)
                                                                      
GET: rps=106904.4 (overall: 106784.6) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=108900.0 (overall: 106839.8) avg_msec=0.238 (overall: 0.245)
                                                                      
GET: rps=108180.0 (overall: 106873.9) avg_msec=0.241 (overall: 0.245)
                                                                      
GET: rps=104848.6 (overall: 106823.5) avg_msec=0.249 (overall: 0.245)
                                                                      
GET: rps=105208.0 (overall: 106784.4) avg_msec=0.252 (overall: 0.245)
                                                                      
GET: rps=106248.0 (overall: 106771.7) avg_msec=0.245 (overall: 0.245)
                                                                      
GET: rps=108266.9 (overall: 106806.4) avg_msec=0.244 (overall: 0.245)
                                                                      
GET: rps=104388.0 (overall: 106751.8) avg_msec=0.255 (overall: 0.245)
                                                                      
GET: rps=106876.0 (overall: 106754.5) avg_msec=0.243 (overall: 0.245)
                                                                      
GET: rps=107780.0 (overall: 106776.7) avg_msec=0.240 (overall: 0.245)
                                                                      
GET: rps=107772.9 (overall: 106797.8) avg_msec=0.240 (overall: 0.245)
                                                                      
GET: rps=106832.0 (overall: 106798.5) avg_msec=0.243 (overall: 0.245)
                                                                      
GET: rps=102648.0 (overall: 106714.4) avg_msec=0.254 (overall: 0.245)
                                                                      
GET: rps=108123.5 (overall: 106742.5) avg_msec=0.248 (overall: 0.245)
                                                                      
GET: rps=108364.0 (overall: 106774.1) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=104560.0 (overall: 106731.7) avg_msec=0.251 (overall: 0.245)
                                                                      
GET: rps=108095.6 (overall: 106757.4) avg_msec=0.239 (overall: 0.245)
                                                                      
GET: rps=108628.0 (overall: 106791.9) avg_msec=0.239 (overall: 0.245)
                                                                      
GET: rps=108720.0 (overall: 106826.7) avg_msec=0.238 (overall: 0.245)
                                                                      
GET: rps=106956.2 (overall: 106829.0) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=106000.0 (overall: 106814.6) avg_msec=0.251 (overall: 0.245)
                                                                      
GET: rps=104792.0 (overall: 106779.9) avg_msec=0.252 (overall: 0.245)
                                                                      
GET: rps=109140.0 (overall: 106819.7) avg_msec=0.240 (overall: 0.245)
                                                                      
GET: rps=108195.2 (overall: 106842.6) avg_msec=0.243 (overall: 0.245)
                                                                      
GET: rps=107844.0 (overall: 106858.9) avg_msec=0.244 (overall: 0.245)
                                                                      
GET: rps=108948.0 (overall: 106892.4) avg_msec=0.244 (overall: 0.245)
                                                                      
GET: rps=107888.5 (overall: 106908.2) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=107600.0 (overall: 106918.9) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=107644.0 (overall: 106930.0) avg_msec=0.244 (overall: 0.245)
                                                                      
GET: rps=106180.0 (overall: 106918.7) avg_msec=0.245 (overall: 0.245)
                                                                      
GET: rps=108171.3 (overall: 106937.4) avg_msec=0.239 (overall: 0.245)
                                                                      
GET: rps=109476.0 (overall: 106974.5) avg_msec=0.240 (overall: 0.245)
                                                                      
GET: rps=108332.0 (overall: 106994.1) avg_msec=0.243 (overall: 0.245)
                                                                      
GET: rps=106510.0 (overall: 106987.2) avg_msec=0.247 (overall: 0.245)
                                                                      
GET: rps=108576.0 (overall: 107009.5) avg_msec=0.240 (overall: 0.245)
                                                                      
GET: rps=107000.0 (overall: 107009.3) avg_msec=0.242 (overall: 0.244)
                                                                      
GET: rps=106608.0 (overall: 107003.9) avg_msec=0.245 (overall: 0.244)
                                                                      
GET: rps=102733.1 (overall: 106946.2) avg_msec=0.252 (overall: 0.245)
                                                                      
GET: rps=108172.0 (overall: 106962.5) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=107928.0 (overall: 106975.1) avg_msec=0.240 (overall: 0.245)
                                                                      
GET: rps=107008.0 (overall: 106975.5) avg_msec=0.244 (overall: 0.244)
                                                                      
GET: rps=106660.0 (overall: 106971.5) avg_msec=0.243 (overall: 0.244)
                                                                      
GET: rps=105140.0 (overall: 106948.4) avg_msec=0.247 (overall: 0.244)
                                                                      
GET: rps=108232.0 (overall: 106964.4) avg_msec=0.240 (overall: 0.244)
                                                                      
GET: rps=101223.1 (overall: 106893.6) avg_msec=0.256 (overall: 0.245)
                                                                      
GET: rps=104552.0 (overall: 106865.1) avg_msec=0.248 (overall: 0.245)
                                                                      
GET: rps=106820.0 (overall: 106864.6) avg_msec=0.244 (overall: 0.245)
                                                                      
GET: rps=104904.4 (overall: 106841.3) avg_msec=0.246 (overall: 0.245)
                                                                      
GET: rps=109240.0 (overall: 106869.4) avg_msec=0.237 (overall: 0.245)
                                                                      
GET: rps=108888.0 (overall: 106892.7) avg_msec=0.238 (overall: 0.244)
                                                                      
GET: rps=108199.2 (overall: 106907.8) avg_msec=0.239 (overall: 0.244)
                                                                      
GET: rps=105152.0 (overall: 106887.9) avg_msec=0.246 (overall: 0.244)
                                                                      
GET: rps=104604.0 (overall: 106862.3) avg_msec=0.248 (overall: 0.244)
                                                                      
GET: rps=104168.0 (overall: 106832.5) avg_msec=0.249 (overall: 0.244)
                                                                      
GET: rps=105310.8 (overall: 106815.8) avg_msec=0.246 (overall: 0.245)
                                                                      
GET: rps=105668.0 (overall: 106803.4) avg_msec=0.246 (overall: 0.245)
                                                                      
GET: rps=105160.0 (overall: 106785.8) avg_msec=0.247 (overall: 0.245)
                                                                      
GET: rps=107358.6 (overall: 106791.9) avg_msec=0.241 (overall: 0.245)
                                                                      
GET: rps=109396.0 (overall: 106819.2) avg_msec=0.243 (overall: 0.244)
                                                                      
GET: rps=109128.0 (overall: 106843.1) avg_msec=0.242 (overall: 0.244)
                                                                      
GET: rps=106996.0 (overall: 106844.7) avg_msec=0.244 (overall: 0.244)
                                                                      
GET: rps=98976.0 (overall: 106764.7) avg_msec=0.268 (overall: 0.245)
                                                                     
GET: rps=108688.0 (overall: 106784.1) avg_msec=0.240 (overall: 0.245)
                                                                      
GET: rps=107484.0 (overall: 106791.0) avg_msec=0.245 (overall: 0.245)
                                                                      
GET: rps=107382.5 (overall: 106796.9) avg_msec=0.245 (overall: 0.245)
                                                                      
GET: rps=108608.0 (overall: 106814.6) avg_msec=0.246 (overall: 0.245)
                                                                      
GET: rps=106992.0 (overall: 106816.3) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=107616.0 (overall: 106824.0) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=106744.0 (overall: 106823.2) avg_msec=0.250 (overall: 0.245)
                                                                      
GET: rps=105378.5 (overall: 106809.6) avg_msec=0.250 (overall: 0.245)
                                                                      
GET: rps=109288.0 (overall: 106832.6) avg_msec=0.243 (overall: 0.245)
                                                                      
GET: rps=108840.0 (overall: 106851.2) avg_msec=0.239 (overall: 0.245)
                                                                      
GET: rps=107884.5 (overall: 106860.6) avg_msec=0.244 (overall: 0.245)
                                                                      
GET: rps=108736.0 (overall: 106877.6) avg_msec=0.239 (overall: 0.245)
                                                                      
GET: rps=108448.0 (overall: 106891.7) avg_msec=0.240 (overall: 0.245)
                                                                      
GET: rps=107936.0 (overall: 106901.0) avg_msec=0.241 (overall: 0.245)
                                                                      
GET: rps=108143.4 (overall: 106912.0) avg_msec=0.241 (overall: 0.244)
                                                                      
GET: rps=108172.0 (overall: 106923.0) avg_msec=0.242 (overall: 0.244)
                                                                      
GET: rps=109280.0 (overall: 106943.5) avg_msec=0.244 (overall: 0.244)
                                                                      
GET: rps=108334.7 (overall: 106955.5) avg_msec=0.240 (overall: 0.244)
                                                                      
GET: rps=107688.0 (overall: 106961.7) avg_msec=0.241 (overall: 0.244)
                                                                      
GET: rps=109080.0 (overall: 106979.6) avg_msec=0.240 (overall: 0.244)
                                                                      
GET: rps=108502.0 (overall: 106992.4) avg_msec=0.239 (overall: 0.244)
                                                                      
GET: rps=109628.0 (overall: 107014.3) avg_msec=0.238 (overall: 0.244)
                                                                      
GET: rps=106512.0 (overall: 107010.1) avg_msec=0.247 (overall: 0.244)
                                                                      
GET: rps=103472.0 (overall: 106981.2) avg_msec=0.255 (overall: 0.244)
                                                                      
GET: rps=106486.1 (overall: 106977.2) avg_msec=0.246 (overall: 0.244)
                                                                      
GET: rps=108756.0 (overall: 106991.5) avg_msec=0.239 (overall: 0.244)
                                                                      
GET: rps=108968.1 (overall: 107007.3) avg_msec=0.238 (overall: 0.244)
                                                                      
GET: rps=109480.0 (overall: 107026.9) avg_msec=0.238 (overall: 0.244)
                                                                      
GET: rps=109172.0 (overall: 107043.7) avg_msec=0.239 (overall: 0.244)
                                                                      
GET: rps=106992.0 (overall: 107043.3) avg_msec=0.243 (overall: 0.244)
                                                                      
GET: rps=105127.5 (overall: 107028.5) avg_msec=0.246 (overall: 0.244)
                                                                      
GET: rps=105680.0 (overall: 107018.1) avg_msec=0.249 (overall: 0.244)
                                                                      
GET: rps=105621.5 (overall: 107007.5) avg_msec=0.248 (overall: 0.244)
                                                                      
GET: rps=108404.0 (overall: 107018.0) avg_msec=0.245 (overall: 0.244)
                                                                      
GET: rps=108988.0 (overall: 107032.8) avg_msec=0.244 (overall: 0.244)
                                                                      
GET: rps=109004.0 (overall: 107047.5) avg_msec=0.242 (overall: 0.244)
                                                                      
GET: rps=109004.0 (overall: 107061.9) avg_msec=0.240 (overall: 0.244)
                                                                      
GET: rps=109240.0 (overall: 107077.9) avg_msec=0.239 (overall: 0.244)
                                                                      
GET: rps=109980.0 (overall: 107099.0) avg_msec=0.244 (overall: 0.244)
                                                                      
GET: rps=102187.3 (overall: 107063.4) avg_msec=0.254 (overall: 0.244)
                                                                      
GET: rps=107920.0 (overall: 107069.5) avg_msec=0.243 (overall: 0.244)
                                                                      
GET: rps=107532.0 (overall: 107072.8) avg_msec=0.241 (overall: 0.244)
                                                                      
GET: rps=106454.2 (overall: 107068.4) avg_msec=0.242 (overall: 0.244)
                                                                      
GET: rps=107924.0 (overall: 107074.4) avg_msec=0.240 (overall: 0.244)
                                                                      
GET: rps=100748.0 (overall: 107030.3) avg_msec=0.259 (overall: 0.244)
                                                                      
GET: rps=105656.0 (overall: 107020.8) avg_msec=0.245 (overall: 0.244)
                                                                      
GET: rps=106629.5 (overall: 107018.1) avg_msec=0.242 (overall: 0.244)
                                                                      
GET: rps=105848.0 (overall: 107010.1) avg_msec=0.248 (overall: 0.244)
                                                                      
GET: rps=100948.2 (overall: 106968.9) avg_msec=0.258 (overall: 0.244)
                                                                      
GET: rps=94676.0 (overall: 106886.0) avg_msec=0.278 (overall: 0.245)
                                                                     
GET: rps=105968.0 (overall: 106879.9) avg_msec=0.245 (overall: 0.245)
                                                                      
GET: rps=107348.0 (overall: 106883.0) avg_msec=0.243 (overall: 0.245)
                                                                      
GET: rps=108737.1 (overall: 106895.3) avg_msec=0.243 (overall: 0.245)
                                                                      
GET: rps=105928.0 (overall: 106889.0) avg_msec=0.248 (overall: 0.245)
                                                                      
GET: rps=106406.4 (overall: 106885.8) avg_msec=0.245 (overall: 0.245)
                                                                      
GET: rps=102704.0 (overall: 106858.7) avg_msec=0.262 (overall: 0.245)
                                                                      
GET: rps=108856.0 (overall: 106871.6) avg_msec=0.241 (overall: 0.245)
                                                                      
GET: rps=107681.3 (overall: 106876.8) avg_msec=0.241 (overall: 0.245)
                                                                      
GET: rps=108312.0 (overall: 106885.9) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=109076.0 (overall: 106899.7) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=109168.0 (overall: 106913.9) avg_msec=0.239 (overall: 0.245)
                                                                      
GET: rps=106430.3 (overall: 106910.9) avg_msec=0.247 (overall: 0.245)
                                                                      
GET: rps=107852.0 (overall: 106916.7) avg_msec=0.245 (overall: 0.245)
                                                                      
GET: rps=105232.0 (overall: 106906.4) avg_msec=0.252 (overall: 0.245)
                                                                      
GET: rps=108872.5 (overall: 106918.4) avg_msec=0.238 (overall: 0.245)
                                                                      
GET: rps=108892.0 (overall: 106930.4) avg_msec=0.240 (overall: 0.245)
                                                                      
GET: rps=108436.0 (overall: 106939.5) avg_msec=0.241 (overall: 0.245)
                                                                      
GET: rps=108228.0 (overall: 106947.3) avg_msec=0.242 (overall: 0.245)
                                                                      
GET: rps=107521.9 (overall: 106950.7) avg_msec=0.244 (overall: 0.245)
                                                                      
GET: rps=107848.0 (overall: 106956.0) avg_msec=0.243 (overall: 0.245)
                                                                      
GET: rps=101208.0 (overall: 106922.1) avg_msec=0.259 (overall: 0.245)
                                                                      
GET: rps=98430.3 (overall: 106872.1) avg_msec=0.271 (overall: 0.245)
                                                                     
GET: rps=100208.0 (overall: 106833.3) avg_msec=0.263 (overall: 0.245)
                                                                      
GET: rps=107624.0 (overall: 106837.8) avg_msec=0.244 (overall: 0.245)
                                                                      
GET: rps=104155.4 (overall: 106822.3) avg_msec=0.253 (overall: 0.245)
                                                                      
GET: rps=106556.0 (overall: 106820.8) avg_msec=0.246 (overall: 0.245)
                                                                      
GET: rps=107332.0 (overall: 106823.7) avg_msec=0.245 (overall: 0.245)
                                                                      
GET: rps=106892.0 (overall: 106824.1) avg_msec=0.244 (overall: 0.245)
                                                                      
GET: rps=96840.6 (overall: 106767.6) avg_msec=0.273 (overall: 0.245)
                                                                     
GET: rps=91524.0 (overall: 106682.2) avg_msec=0.290 (overall: 0.245)
                                                                     
GET: rps=103996.0 (overall: 106667.2) avg_msec=0.250 (overall: 0.245)
                                                                      
GET: rps=105280.0 (overall: 106659.5) avg_msec=0.248 (overall: 0.245)
                                                                      
GET: rps=108144.0 (overall: 106667.7) avg_msec=0.240 (overall: 0.245)
                                                                      
GET: rps=102641.4 (overall: 106645.5) avg_msec=0.258 (overall: 0.245)
                                                                      
GET: rps=98624.0 (overall: 106601.8) avg_msec=0.266 (overall: 0.245)
                                                                     
GET: rps=107352.0 (overall: 106605.9) avg_msec=0.246 (overall: 0.245)
                                                                      
GET: rps=107860.0 (overall: 106612.6) avg_msec=0.248 (overall: 0.245)
                                                                      
GET: rps=101804.8 (overall: 106586.8) avg_msec=0.260 (overall: 0.246)
                                                                      
GET: rps=105912.0 (overall: 106583.1) avg_msec=0.254 (overall: 0.246)
                                                                      
GET: rps=106112.0 (overall: 106580.6) avg_msec=0.248 (overall: 0.246)
                                                                      
GET: rps=103593.6 (overall: 106564.8) avg_msec=0.249 (overall: 0.246)
                                                                      
GET: rps=92988.0 (overall: 106493.6) avg_msec=0.285 (overall: 0.246)
                                                                     
GET: rps=105496.0 (overall: 106488.3) avg_msec=0.254 (overall: 0.246)
                                                                      
GET: rps=105637.5 (overall: 106483.9) avg_msec=0.253 (overall: 0.246)
                                                                      
GET: rps=102868.0 (overall: 106465.2) avg_msec=0.259 (overall: 0.246)
                                                                      
GET: rps=99932.0 (overall: 106431.6) avg_msec=0.266 (overall: 0.246)
                                                                     
GET: rps=103390.4 (overall: 106416.0) avg_msec=0.253 (overall: 0.246)
                                                                      
GET: rps=104948.0 (overall: 106408.5) avg_msec=0.251 (overall: 0.246)
                                                                      
GET: rps=105576.0 (overall: 106404.3) avg_msec=0.256 (overall: 0.246)
                                                                      
GET: rps=100736.0 (overall: 106375.8) avg_msec=0.260 (overall: 0.246)
                                                                      
GET: rps=95900.4 (overall: 106323.1) avg_msec=0.278 (overall: 0.246)
                                                                     
GET: rps=105448.0 (overall: 106318.7) avg_msec=0.251 (overall: 0.246)
                                                                      
GET: rps=103712.0 (overall: 106305.8) avg_msec=0.251 (overall: 0.246)
                                                                      
GET: rps=98314.7 (overall: 106266.1) avg_msec=0.270 (overall: 0.246)
                                                                     
GET: rps=107596.0 (overall: 106272.7) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=104904.0 (overall: 106266.0) avg_msec=0.247 (overall: 0.246)
                                                                      
